name,name_zh,name_en,type,programs,programs_en,country,country_en,listed_on,remarks,local_name,aliases,address,registration_number,website
TD Simmetron Elektronnye Komponenty,,TD Simmetron Elektronnye Komponenty,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"A.k.a.: TD Simmetron EK, Trading House Symmetron Electronic Components；Local name: ООО ТД СИММЕТРОН ЭК; ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ‘ТОРГОВЫЙ ДОМ ""СИММЕТРОН ЭЛЕКТРОННЫЕ КОМПОНЕНТЫ""' ｜ Address(es): 125445, Moscow, Leningradskoye shosse, 69, build. 1, River City Business Park, Russian Fed","ООО ТД СИММЕТРОН ЭК; ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ‘ТОРГОВЫЙ ДОМ ""СИММЕТРОН ЭЛЕКТРОННЫЕ КОМПОНЕНТЫ""'","TD Simmetron EK, Trading House Symmetron Electronic Components","125445, Moscow, Leningradskoye shosse, 69, build. 1, River City Business Park, Russian Fed",,
Vector Group LLC,,Vector Group LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"A.k.a.: VEKTOR GRUPP；Local name: ООО Вектор Групп ｜ Address(es): 123100, Moscow, Presnensky Municipal District, 3 Studenetsky Per. 1/7A, Russian Federation Registration number: 7703438390",ООО Вектор Групп,VEKTOR GRUPP,"123100, Moscow, Presnensky Municipal District, 3 Studenetsky Per. 1/7A, Russian Federation",7703438390,
PRIN JSC,,PRIN JSC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"Local name: АО ПРИН ｜ Address(es): 123592, Moscow, ext. Ter. Strogino Municipal District, Kulakova street, 20, building 1, Room 8/1, Russian Federation; 125080, Moscow, Volokolamskoye Highway, 4, Buildi",АО ПРИН,,"123592, Moscow, ext. Ter. Strogino Municipal District, Kulakova street, 20, building 1, Room 8/1, Russian Federation; 125080, Moscow, Volokolamskoye Highway, 4, Buildi",,
GNSS Plus LLC,,GNSS Plus LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"A.k.a.: NPK GNSS Plus LTD；Local name: ГНСС ПЛЮС ｜ Address(es): 121354, Moscow, Dorogobuzhskaya street 14, building 6, Russian Federation; 123298, Moscow, Shchukino municipal district, Narodnogo Opolcheniya Street, 38, building 1, ",ГНСС ПЛЮС,NPK GNSS Plus LTD,"121354, Moscow, Dorogobuzhskaya street 14, building 6, Russian Federation; 123298, Moscow, Shchukino municipal district, Narodnogo Opolcheniya Street, 38, building 1",,
KMT LLC,,KMT LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"Local name: ООО КМТ (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ‘КМТ') ｜ Address: 107023, Moscow, Sokolinaya Gora municipal district, Bolshaya Semyonovskaya Street. 40, building 13, room 203, Russian Federation Telephone: +7 (495) 137-55-56 Website: htt",ООО КМТ (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ‘КМТ'),,"107023, Moscow, Sokolinaya Gora municipal district, Bolshaya Semyonovskaya Street. 40, building 13, room 203, Russian Federation",,
LLC Mashimport,,LLC Mashimport,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"Local name: ООО МАШИМПОРТ ｜ Address: room 403, Building. 13, 40 Bolshaya Semnovskaya street, 107023, Moscow, Russian Federation Telephone: +74956633393 Website: https://mash-import.com/ E-mail: info@mash-impo",ООО МАШИМПОРТ,,"room 403, Building. 13, 40 Bolshaya Semnovskaya street, 107023, Moscow, Russian Federation",,https://mash-import.com/
Aerotrust Aviation Private Limited,,Aerotrust Aviation Private Limited,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),印度,India,2025-10-24,"Address(es): Shop No 104, Ground Floor, Amberhai Village, Sector - 19, Dwarka, New Delhi, 110075 Delhi, India; Unit No. 301, Third Floor, Plot No.8, Krishna Tower, Section 12, N.S.",,,"Shop No 104, Ground Floor, Amberhai Village, Sector - 19, Dwarka, New Delhi, 110075 Delhi, India; Unit No. 301, Third Floor, Plot No.8, Krishna Tower, Section 12, N.S",,
Ascend Aviation India Private Limited,,Ascend Aviation India Private Limited,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),印度,India,2025-10-24,"Address(es): No. 334, Ground Floor, near Gurudwara, Village Shahbad Mohdpur, 11061 Delhi, India; Khasra No.606, Dalal Complex, Rangpuri, Mahipalpur, New Delhi, 110037, India Teleph",,,"No. 334, Ground Floor, near Gurudwara, Village Shahbad Mohdpur, 11061 Delhi, India; Khasra No.606, Dalal Complex, Rangpuri, Mahipalpur, New Delhi, 110037, India Teleph",,
Shree Enterprises,,Shree Enterprises,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),印度,India,2025-10-24,"Address(es): House NO 6B, Kh. No. 334, 4th Floor, Shahabad Mohammadpur Village New Delhi, South West Delhi, Delhi, 110061, India Telephone: +91-7011993953 Website: https://www.shre",,,"House NO 6B, Kh. No. 334, 4th Floor, Shahabad Mohammadpur Village New Delhi, South West Delhi, Delhi, 110061, India",,https://www.shre
EuroIndustry LLC,,EuroIndustry LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"A.k.a.: Euroindustria LLC；Local name: ООО ‘ЕвроИндустрия' ｜ Address(es): Office 16P, Lit. B, House 25 N, Mokhovaya Street 31, 191028, St. Petersburg, Russian Federation Phone: +7 8122707515 Email: info@ei.spb.ru Website: https://ei.spb.ru R",ООО ‘ЕвроИндустрия',Euroindustria LLC,"Office 16P, Lit. B, House 25 N, Mokhovaya Street 31, 191028, St. Petersburg, Russian Federation Phone: +7 8122707515",,
香港德容电子科技有限公司 Hong Kong Park On Electronics Technology,香港德容电子科技有限公司,Hong Kong Park On Electronics Technology,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国香港,Hong Kong (China),2025-10-24,"Local name: 香港德容电子科技有限公司 ｜ Address(es): Workshop 57, 3 rd Floor, Block A, East Sun Industrial Centre, No.16 Shing Yi Street, Kowloon, Hong Kong Registration number: 53594054 (BRN); 1550569 (CRN)",香港德容电子科技有限公司,,"Workshop 57, 3 rd Floor, Block A, East Sun Industrial Centre, No.16 Shing Yi Street, Kowloon, Hong Kong",53594054 (BRN); 1550569 (CRN),
TECGR CO. ltd,,TECGR CO. ltd,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),泰国,Thailand,2025-10-24,"Local name: บริษัท ทีอีซีจีอาร์ จำกัด ｜ Address(es): 305 Rama2, Soi 38 Bangmod, Jomthong, 10150, Bangkok, Thailand Website: www.tecgr.net Email: tecgrcoltd@gmail.com Registration number: 0105565079224",บริษัท ทีอีซีจีอาร์ จำกัด,,"305 Rama2, Soi 38 Bangmod, Jomthong, 10150, Bangkok, Thailand",0105565079224,http://www.tecgr.net
JSC Krasnoarmeysk Scientific Research Institute of Mechanization,,JSC Krasnoarmeysk Scientific Research Institute of Mechanization,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"A.k.a.: JSC KNIIM；Local name: АО КНИИМ ｜ Address(es): 8 Ispytateley Avenue, Krasnoarmeysk, 141292, Moscow, Russian Federation Telephones: +7 (496) 523-57-66; +7 (496) 523-53-71 Email: info@kniim.ru Website: www.kniim.ru R",АО КНИИМ,JSC KNIIM,"8 Ispytateley Avenue, Krasnoarmeysk, 141292, Moscow, Russian Federation Telephones: +7 (496) 523-57-66; +7 (496) 523-53-71",,
Transit LLC,,Transit LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"Local name: ООО Транзит ｜ Address: 36 Nekrasovskaya, Lit. B, 690014, Vladivostok, Russian Federation; 40 Krygina Str., Primorsky Krai, 690065, Vladivostok, Russian Federation Phone: +7 423 279 5739 Email: i",ООО Транзит,,"36 Nekrasovskaya, Lit. B, 690014, Vladivostok, Russian Federation; 40 Krygina Str., Primorsky Krai, 690065, Vladivostok, Russian Federation Phone: +7 423 279 5739",,
Soguzo Co. Ltd,,Soguzo Co. Ltd,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),泰国,Thailand,2025-10-24,"Local name: บริษัท โซกุโซ่ จำกัด ｜ Address(es): No 305 Ramą 2 Alley, 38 Alley, Bang Mot Sub-district, Chom Thong District, 10150 Bangkok, Thailand Website: soguzo.com Email: info@soguzo.com Registration number: 0105",บริษัท โซกุโซ่ จำกัด,,"No 305 Ramą 2 Alley, 38 Alley, Bang Mot Sub-district, Chom Thong District, 10150 Bangkok, Thailand",0105,http://soguzo.com
"苏州亿可达智能科技有限公司 Suzhou Ecod Precision Manufacturing Co., Ltd",苏州亿可达智能科技有限公司,"Suzhou Ecod Precision Manufacturing Co., Ltd",entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国,China,2025-10-24,"A.k.a.: Suzhou Yikeda Intelligent Technology Co., Ltd; Suzhou Yida Intelligent Technology；Local name: 苏州亿可达智能科技有限公司 ｜ Address(es): Room 455, Building 2, No. 199-1, East Huayuan Road, Mudu Town, Wuzhong District, Suzhou, Jiangsu, People's Republic of China; Room 8219, Building 3, No. 151 Huashan Ro",苏州亿可达智能科技有限公司,"Suzhou Yikeda Intelligent Technology Co., Ltd; Suzhou Yida Intelligent Technology","Room 455, Building 2, No. 199-1, East Huayuan Road, Mudu Town, Wuzhong District, Suzhou, Jiangsu, People's Republic of China; Room 8219, Building 3, No. 151 Huashan Ro",,
LLC Morgan,,LLC Morgan,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"Local name: ООО Морган ｜ Address(es): Room 42, ter. Oez Alabuga, 4A Str. Sh-2, m. district Yelabuzhsky, Yelabuga, 423601, Republic of Tatarstan, Russian Federation Registration number: 1674009033",ООО Морган,,"Room 42, ter. Oez Alabuga, 4A Str. Sh-2, m. district Yelabuzhsky, Yelabuga, 423601, Republic of Tatarstan, Russian Federation",1674009033,
山东新壹路国际贸易有限责任公司 Shandong Xinyilu International Trade Co,山东新壹路国际贸易有限责任公司,Shandong Xinyilu International Trade Co,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国,China,2025-10-24,"A.k.a.: Shandong Xinyi Road International Trade Co., Ltd；Local name: 山东新壹路国际贸易有限责任公司 ｜ Address(es): Room 506, Building 6, Xinyuanxin Center, No. 3 Huaxin Road, 250100, Jinan, People's Republic of China Registration number: 91370112MA3RNKQ371",山东新壹路国际贸易有限责任公司,"Shandong Xinyi Road International Trade Co., Ltd","Room 506, Building 6, Xinyuanxin Center, No. 3 Huaxin Road, 250100, Jinan, People's Republic of China",91370112MA3RNKQ371,
Sollers Alabuga LLC,,Sollers Alabuga LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"Local name: ООО Соллерс Алабуга ｜ Address(es): Office 319, Building 1/6, Sh-2 Street (Alabuga Special Economic Zone territory), Yelabuga City, Yelabuga Municipal District, Republic of Tatarstan, 423601, Russian Fed",ООО Соллерс Алабуга,,"Office 319, Building 1/6, Sh-2 Street (Alabuga Special Economic Zone territory), Yelabuga City, Yelabuga Municipal District, Republic of Tatarstan, 423601, Russian Fed",,
Sollers Cargo LLC,,Sollers Cargo LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"Local name: ООО Соллерс Карго ｜ Address(es): Room 15, Building 9e, Moskovskoye Highway, Ulyanovsk, Ulyanovsk Region, 432045, Russian Federation Telephone: +8 800 600 83 22 Website: https://sollers-cargo.ru/ Regis",ООО Соллерс Карго,,"Room 15, Building 9e, Moskovskoye Highway, Ulyanovsk, Ulyanovsk Region, 432045, Russian Federation",,https://sollers-cargo.ru/ Regis
PJSC Sollers,,PJSC Sollers,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"A.k.a.: Publichnoe Aktsionernoe Obschestvo Sollers；Local name: ПАО Соллерс ｜ Address(es): 10 Testovskaya Street, Northern Tower, Moscow International Business Centre, 123317 Moscow, Russian Federation Telephone: +7 495 787 31 75; +7 495 228 3045 Website: ww",ПАО Соллерс,Publichnoe Aktsionernoe Obschestvo Sollers,"10 Testovskaya Street, Northern Tower, Moscow International Business Centre, 123317 Moscow, Russian Federation",,
LLC Trading House Vector,,LLC Trading House Vector,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"Local name: ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ‘ТОРГОВЫЙ ДОМ ""ВЕКТОР""' ｜ Address(es): apt. 10, 2A Rossiyskaya street, 664025, Irkutsk, Russian Federation Registration number: 3808184570","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ‘ТОРГОВЫЙ ДОМ ""ВЕКТОР""'",,"apt. 10, 2A Rossiyskaya street, 664025, Irkutsk, Russian Federation",3808184570,
Sequoia JSC,,Sequoia JSC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"Local name: АКЦИОНЕРНОЕ ОБЩЕСТВО ‘СЕКВОЙЯ' ｜ Address(es): Room 1101, floor 3, workplace 5, Building 1, 42 Boulevard Bolshoy, Municipal District Mozhaisky, 121205, Moscow, Russian Federation Registration number: 9703014733",АКЦИОНЕРНОЕ ОБЩЕСТВО ‘СЕКВОЙЯ',,"Room 1101, floor 3, workplace 5, Building 1, 42 Boulevard Bolshoy, Municipal District Mozhaisky, 121205, Moscow, Russian Federation",9703014733,
义乌市渡娘贸易商行 Yiwu City Duniang Trading Co.,义乌市渡娘贸易商行,Yiwu City Duniang Trading Co.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国,China,2025-10-24,"A.k.a.: Yiwu Du Niang Trading Company；Local name: 义乌市渡娘贸易商行 ｜ Address(es): Office 401, Building 76, Zone One Zongtang, Dongzheng Street, Yiwu Town, Zhejiang Province, People's Republic of China; Room 301, Unit 1, Building 38, Jiang Dong Xin C",义乌市渡娘贸易商行,Yiwu Du Niang Trading Company,"Office 401, Building 76, Zone One Zongtang, Dongzheng Street, Yiwu Town, Zhejiang Province, People's Republic of China; Room 301, Unit 1, Building 38, Jiang Dong Xin C",,
Unikom LLC,,Unikom LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2025-10-24,"Local name: ООО Уником ｜ Address(es): Office 516, Room 21N, Lett. A, 9 Lipovaya Alley, 197183, St. Petersburg, Russian Federation Registration number: 7814813801",ООО Уником,,"Office 516, Room 21N, Lett. A, 9 Lipovaya Alley, 197183, St. Petersburg, Russian Federation",7814813801,
Epic Shipping & Shipbuilding JSC,,Epic Shipping & Shipbuilding JSC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),土耳其,Türkiye,2026-04-24,"Local name: EPIC Denizcilik ve Gemi Insaat A.S. ｜ Address: Room 15, Floor 2, Lantana Plaza, Zinnur Str. 3, İçmeler, 34947 Tuzla, İstanbul, Republic of Türkiye Telephone: 0216 4461686 Websites: https://www.epicdeniz.com/; https://e",EPIC Denizcilik ve Gemi Insaat A.S,,"Room 15, Floor 2, Lantana Plaza, Zinnur Str. 3, İçmeler, 34947 Tuzla, İstanbul, Republic of Türkiye",,
CJSC Perspective Technologies Agency,,CJSC Perspective Technologies Agency,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: JSC UPT; Aktsionernoe obshchestvo upravlenie perspektivnykh tekhnologii; Management of Prospective Technologies；Local name: АО УПТ (АКЦИОНЕРНОЕ ОБЩЕСТВО ‘УПРАВЛЕНИЕ ПЕРСПЕКТИВНЫХ ТЕХНОЛОГИЙ') ｜ Address: Building 2, Samokatnaya Street 1, 111033 Moscow, Russian Federation Telephone: +7 499 323",АО УПТ (АКЦИОНЕРНОЕ ОБЩЕСТВО ‘УПРАВЛЕНИЕ ПЕРСПЕКТИВНЫХ ТЕХНОЛОГИЙ'),JSC UPT; Aktsionernoe obshchestvo upravlenie perspektivnykh tekhnologii; Management of Prospective Technologies,"Building 2, Samokatnaya Street 1, 111033 Moscow, Russian Federation",,
LLC Mossklad,,LLC Mossklad,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"Local name: ООО Моссклад ｜ Address: Office 3107, Kronstadstky Boulevard 35B, 125499 Moscow, Russian Federation Telephone: +7 495 150 85 87 Website: https://mossklad.ru Email: info@mossklad.ru Registration nu",ООО Моссклад,,"Office 3107, Kronstadstky Boulevard 35B, 125499 Moscow, Russian Federation",,https://mossklad.ru
LLC Stanki Optom,,LLC Stanki Optom,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: Stanki LLC；Local name: ООО Станки Оптом ｜ Address: Kronstadstky Boulevard 35B, 125499 Moscow, Russian Federation Website: https://stankiopt.ru Email: info@stankiopt.ru Registration number: 7743850924 (INN)",ООО Станки Оптом,Stanki LLC,"Kronstadstky Boulevard 35B, 125499 Moscow, Russian Federation",7743850924 (INN),https://stankiopt.ru
LLC Promoil,,LLC Promoil,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: LLC Promol；Local name: ООО Промойл ｜ Address(es): 9 Khokhryakova Street, 614068 Perm, Perm Region, Russian Federation Room 7, 115B Promyshlennaya Street, Perm, Perm Region, 614065, Russian Federation Telephone: +7 342",ООО Промойл,LLC Promol,"9 Khokhryakova Street, 614068 Perm, Perm Region, Russian Federation Room 7, 115B Promyshlennaya Street, Perm, Perm Region, 614065, Russian Federation",,
LLC TPF Promoil,,LLC TPF Promoil,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: Torgovo-Proizvodstvennaya Firma Promoil；Local name: ООО ТПФ Промойл ｜ Address: Room 8, 115B Promyshlennaya Street, Perm City, Perm Region, 614055, Russian Federation Telephone: +7 342 2181440 Registration number: 5903060560 (INN)",ООО ТПФ Промойл,Torgovo-Proizvodstvennaya Firma Promoil,"Room 8, 115B Promyshlennaya Street, Perm City, Perm Region, 614055, Russian Federation",5903060560 (INN),
LLC Legion Komplekt,,LLC Legion Komplekt,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: LLC Leko；Local name: ООО ЛЕГИОН КОМПЛЕКТ ｜ Address: 17 Vavilova Str., 117312 Moscow, Russian Federation Telephone: +7 499 391 22 27 Website: https://legion-komplekt.ru/ Email: sales@legion-komplekt.ru Registration number: 7",ООО ЛЕГИОН КОМПЛЕКТ,LLC Leko,"17 Vavilova Str., 117312 Moscow, Russian Federation",7,https://legion-komplekt.ru/
O G Services FZE LLC,,O G Services FZE LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),阿联酋,United Arab Emirates,2026-04-24,"Local name: او.جي. سيرفيسيز م.م.ح/ذ.م.م ｜ Address: A-29-01-02-06, Flamingo Villas, Ajman, United Arab Emirates Telephone: +971526810027; +971526810027 Website: https://ogservicesfz.com/ Email: sunnysolutions2020@gmail.com ",او.جي. سيرفيسيز م.م.ح/ذ.م.م,,"A-29-01-02-06, Flamingo Villas, Ajman, United Arab Emirates",,https://ogservicesfz.com/
Al Baraka Group for Investment and Trading LLC FZ,,Al Baraka Group for Investment and Trading LLC FZ,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),阿联酋,United Arab Emirates,2026-04-24,"Address: Business Center 1, M Floor, The Meydan Hotel, Nad Al Sheba, Dubai, United Arab Emirates Telephone: 971-503-394677 Website: https://albaraka-trade.com/ Email: contact@albar",,,"Business Center 1, M Floor, The Meydan Hotel, Nad Al Sheba, Dubai, United Arab Emirates",,https://albaraka-trade.com/
江西新拓实业有限公司 Jiangxi Xintuo Enterprise,江西新拓实业有限公司,Jiangxi Xintuo Enterprise,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国,China,2026-04-24,"a.k.a.: Jiangxi Xintuo Industrial Co. Ltd.; T-Motor；Local name: 江西新拓实业有限公司 ｜ Address: 24th floor, Building B, 3399 Ziyang Avenue, 330096 Nanchang, Jiangxi Province, People's Republic of China Registration number: 91360106343241017B (USCC)",江西新拓实业有限公司,Jiangxi Xintuo Industrial Co. Ltd.; T-Motor,"24th floor, Building B, 3399 Ziyang Avenue, 330096 Nanchang, Jiangxi Province, People's Republic of China",91360106343241017B (USCC),
东莞碧浓科技有限公司 KingMax Hobby Co. Ltd.,东莞碧浓科技有限公司,KingMax Hobby Co. Ltd.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国,China,2026-04-24,"a.k.a.: KingMax High Performance Servos; Dongguan Binong Technology Co. Ltd.; Dongguan Binong Aviation Paishe Technology Co. Ltd.; Guangdong Beyond Aviation Photography Technology Co. Ltd；Local name: 东莞碧浓科技有限公司 ｜ Address(es): Room 703, 10th Building, No. 6 DuiTangHualing 1st Road, Chashan Town, Dong",东莞碧浓科技有限公司,KingMax High Performance Servos; Dongguan Binong Technology Co. Ltd.; Dongguan Binong Aviation Paishe Technology Co. Ltd.; Guangdong Beyond Aviation Photography Technology Co. Ltd,"Room 703, 10th Building, No. 6 DuiTangHualing 1st Road, Chashan Town, Dong",,
LLC Altrabeta,,LLC Altrabeta,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"Local name: ООО Альтрабета ｜ Address(es): Room 3-4, Building A, Block 5, 13 Promyshlennaya Str., 198095 Saint Petersburg, Russian Federation; Per. 1-I Verkhnii d. 6, lit. A, office 211, 194292 Saint Petersburg",ООО Альтрабета,,"Room 3-4, Building A, Block 5, 13 Promyshlennaya Str., 198095 Saint Petersburg, Russian Federation; Per. 1-I Verkhnii d. 6, lit. A, office 211, 194292 Saint Petersburg",,
沃融電子有限公司 Woeroon Electronic Sourcing Ltd.,沃融電子有限公司,Woeroon Electronic Sourcing Ltd.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国,China,2026-04-24,"a.k.a.: Wo Rong Electronics Co. Ltd.; Woeroon Electronic Resource Ltd.；Local name: 沃融電子有限公司 ｜ Address(es): Workshop A27 24/F, Regent's Park Prince Industrial Bldg, No. 706 Prince Edward Rd East Kowloon, Hong Kong; Flat 7A, 3/F, Winsum Industrial Bldg 588-592 Castle Peal Roa",沃融電子有限公司,Wo Rong Electronics Co. Ltd.; Woeroon Electronic Resource Ltd,"Workshop A27 24/F, Regent's Park Prince Industrial Bldg, No. 706 Prince Edward Rd East Kowloon, Hong Kong; Flat 7A, 3/F, Winsum Industrial Bldg 588-592 Castle Peal Roa",,
香港科源世紀發展有限公司 CoYuan Century Development Co. Ltd.,香港科源世紀發展有限公司,CoYuan Century Development Co. Ltd.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国香港,Hong Kong (China),2026-04-24,"a.k.a.: Hong Kong Keyuan Century Development Co. Ltd.；Local name: 香港科源世紀發展有限公司 ｜ Address(es): Room 701, Unit 108, 7/f, Tower b, New Mandarin Plaza, 14 Science Museum Road, Tsim Sha Tsui, Kowloon, Hong Kong; Shop 185 G/F, 11111 Tuen Mun, Hang, Hong Kong Registra",香港科源世紀發展有限公司,Hong Kong Keyuan Century Development Co. Ltd,"Room 701, Unit 108, 7/f, Tower b, New Mandarin Plaza, 14 Science Museum Road, Tsim Sha Tsui, Kowloon, Hong Kong; Shop 185 G/F, 11111 Tuen Mun, Hang, Hong Kong Registra",,
深圳友邦仕达货运代理有限公司 Shenzhen Youbang Shida Freight Forwarding Co. Ltd.,深圳友邦仕达货运代理有限公司,Shenzhen Youbang Shida Freight Forwarding Co. Ltd.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国,China,2026-04-24,"a.k.a.: Shen Zhen You Bang Shi Da Freight Forwarding Co. Ltd.; Shenzhen Youbang Star Freight Forwarding Co. Ltd.; Amigo Cargo Services Ltd.；Local name: 深圳友邦仕达货运代理有限公司 ｜ Address: Office 711, Building 4, Tongtai Times Centre, Fuhai Str., 518100 Shenzhen, Guangdong Province, People's Republic of China ",深圳友邦仕达货运代理有限公司,Shen Zhen You Bang Shi Da Freight Forwarding Co. Ltd.; Shenzhen Youbang Star Freight Forwarding Co. Ltd.; Amigo Cargo Services Ltd,"Office 711, Building 4, Tongtai Times Centre, Fuhai Str., 518100 Shenzhen, Guangdong Province, People's Republic of China",,
北京天美创科技有限公司 Beijing Timingtron Corporation,北京天美创科技有限公司,Beijing Timingtron Corporation,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国,China,2026-04-24,"a.k.a.: Beijing Tianmei Technology Co. Ltd.; Beijing Tianmei Chuang Technology Co. Ltd.；Local name: 北京天美创科技有限公司 ｜ Address: Room 211, 2nd Floor, Building 1, Shuangyuan Road 9, 100040 Beijing, People's Republic of China Phone: +86 15910710610 Website: www.timingtron.com Email: 335807548@qq.com R",北京天美创科技有限公司,Beijing Tianmei Technology Co. Ltd.; Beijing Tianmei Chuang Technology Co. Ltd,"Room 211, 2nd Floor, Building 1, Shuangyuan Road 9, 100040 Beijing, People's Republic of China Phone: +86 15910710610",,http://www.timingtron.com
深圳市世联国际货运代理有限公司 Global Link Logistics,深圳市世联国际货运代理有限公司,Global Link Logistics,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国,China,2026-04-24,"Local name: 深圳市世联国际货运代理有限公司 ｜ Address: Unit 33D, Block B, Honglong Century Plaza, Heping Road, Luohu District, 518021 Shenzhen, Guangdong Province, People's Republic of China Phone: +86 0755 82147503; +86 755 8",深圳市世联国际货运代理有限公司,,"Unit 33D, Block B, Honglong Century Plaza, Heping Road, Luohu District, 518021 Shenzhen, Guangdong Province, People's Republic of China Phone: +86 0755 82147503; +86 755 8",,
LLC Eltech Components,,LLC Eltech Components,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"Local name: ООО Элтех Компонент ｜ Address: Pl Konstitutsii 3, B-TS Piramida, 196247 Saint Petersburg, Russian Federation Telephone: +7 812 3279090 Website: www.eltech.spb.ru Email: info@eltech.spb.ru Registration n",ООО Элтех Компонент,,"Pl Konstitutsii 3, B-TS Piramida, 196247 Saint Petersburg, Russian Federation",,http://www.eltech.spb.ru
